,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,onset,duration,no_response,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,total_bonus_tally
10,,isi,,html-keyboard-response,10,70702,0.0-1.0-12.0,0,0,46320,,,,,,1.0,,1.0,,,,,,,,,,,,,10.0,3.0,,,,,,,,,
11,,feedback,,html-keyboard-response,11,71705,0.0-1.0-13.0-0.0,0,0,46320,,,,,,1.0,,1.0,,,,,,,,,,,,,11.0,1.0,,,,,,,,,
12,,iti,,html-keyboard-response,12,72708,0.0-1.0-14.0,0,0,46320,,,,,,1.0,,1.0,,,,,,,,,,,,,12.0,1.0,,,,,,,,,
13,,rl_choice,,html-keyboard-response,13,73311,0.0-1.0-16.0,0,0,46320,,598.0,,,68.0,2.0,2.0,1.0,hard,3000.0,1000.0,0.0,40.0,60.0,20.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,12.598,0.598,0.0,1.0,40.0,60.0,20.0,80.0,C,D,
14,,rl_choice_confirmation,,html-keyboard-response,14,74216,0.0-1.0-17.0-0.0,0,0,46320,,,,,,2.0,,1.0,,,,,,,,,,,,,13.5,0.902,,,,,,,,,
15,,isi,,html-keyboard-response,15,75220,0.0-1.0-19.0,0,0,46320,,,,,,2.0,,1.0,,,,,,,,,,,,,14.5,1.0,,,,,,,,,
16,,feedback,,html-keyboard-response,16,76223,0.0-1.0-20.0-0.0,0,0,46320,,,,,,2.0,,1.0,,,,,,,,,,,,,15.5,1.0,,,,,,,,,
17,,iti,,html-keyboard-response,17,79227,0.0-1.0-21.0,0,0,46320,,,,,,2.0,,1.0,,,,,,,,,,,,,18.5,3.0,,,,,,,,,
18,,rl_choice,,html-keyboard-response,18,79467,0.0-1.0-23.0,0,0,46320,,236.0,,,68.0,3.0,3.0,1.0,hard,1000.0,3500.0,0.0,40.0,60.0,60.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,18.736,0.236,0.0,1.0,40.0,60.0,60.0,60.0,C,D,
19,,rl_choice_confirmation,,html-keyboard-response,19,80731,0.0-1.0-24.0-0.0,0,0,46320,,,,,,3.0,,1.0,,,,,,,,,,,,,20.0,1.264,,,,,,,,,
20,,isi,,html-keyboard-response,20,84234,0.0-1.0-26.0,0,0,46320,,,,,,3.0,,1.0,,,,,,,,,,,,,23.5,3.5,,,,,,,,,
21,,feedback,,html-keyboard-response,21,85238,0.0-1.0-27.0-0.0,0,0,46320,,,,,,3.0,,1.0,,,,,,,,,,,,,24.5,1.0,,,,,,,,,
22,,iti,,html-keyboard-response,22,86240,0.0-1.0-28.0,0,0,46320,,,,,,3.0,,1.0,,,,,,,,,,,,,25.5,1.0,,,,,,,,,
23,,rl_choice,,html-keyboard-response,23,87650,0.0-1.0-30.0,0,0,46320,,1407.0,,,75.0,4.0,4.0,1.0,hard,1500.0,3000.0,0.0,40.0,60.0,20.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,26.907,1.407,0.0,0.0,60.0,40.0,60.0,20.0,D,C,
24,,rl_choice_confirmation,,html-keyboard-response,24,87745,0.0-1.0-31.0-0.0,0,0,46320,,,,,,4.0,,1.0,,,,,,,,,,,,,27.0,0.093,,,,,,,,,
25,,isi,,html-keyboard-response,25,90748,0.0-1.0-33.0,0,0,46320,,,,,,4.0,,1.0,,,,,,,,,,,,,30.0,3.0,,,,,,,,,
26,,feedback,,html-keyboard-response,26,91751,0.0-1.0-34.0-0.0,0,0,46320,,,,,,4.0,,1.0,,,,,,,,,,,,,31.0,1.0,,,,,,,,,
27,,iti,,html-keyboard-response,27,93253,0.0-1.0-35.0,0,0,46320,,,,,,4.0,,1.0,,,,,,,,,,,,,32.5,1.5,,,,,,,,,
28,,rl_choice,,html-keyboard-response,28,94758,0.0-1.0-37.0,0,0,46320,,,,,,5.0,5.0,1.0,easy,2000.0,2000.0,0.0,20.0,80.0,20.0,100.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,34.0,1.5,1.0,,,,,,,,
29,,rl_choice_warning,,html-keyboard-response,29,95760,0.0-1.0-39.0-0.0,0,0,46320,,,,,,5.0,,1.0,,,,,,,,,,,,,35.0,1.0,,,,,,,,,
30,,isi,,html-keyboard-response,30,97811,0.0-1.0-40.0,0,0,46320,,,,,,5.0,,1.0,,,,,,,,,,,,,37.0,2.0,,,,,,,,,
31,,iti,,html-keyboard-response,31,99813,0.0-1.0-42.0,0,0,46320,,,,,,5.0,,1.0,,,,,,,,,,,,,39.0,2.0,,,,,,,,,
32,,rl_choice,,html-keyboard-response,32,100369,0.0-1.0-44.0,0,0,46320,,553.0,,,68.0,6.0,6.0,1.0,hard,1000.0,1000.0,0.0,40.0,60.0,40.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,39.553,0.553,0.0,1.0,40.0,60.0,40.0,80.0,C,D,
33,,rl_choice_confirmation,,html-keyboard-response,33,101329,0.0-1.0-45.0-0.0,0,0,46320,,,,,,6.0,,1.0,,,,,,,,,,,,,40.5,0.947,,,,,,,,,
34,,isi,,html-keyboard-response,34,102346,0.0-1.0-47.0,0,0,46320,,,,,,6.0,,1.0,,,,,,,,,,,,,41.5,1.0,,,,,,,,,
35,,feedback,,html-keyboard-response,35,103371,0.0-1.0-48.0-0.0,0,0,46320,,,,,,6.0,,1.0,,,,,,,,,,,,,42.5,1.0,,,,,,,,,
36,,iti,,html-keyboard-response,36,104375,0.0-1.0-49.0,0,0,46320,,,,,,6.0,,1.0,,,,,,,,,,,,,43.5,1.0,,,,,,,,,
37,,rl_choice,,html-keyboard-response,37,105528,0.0-1.0-51.0,0,0,46320,,1126.0,,,75.0,7.0,7.0,1.0,hard,1500.0,1000.0,0.0,40.0,60.0,60.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,44.626,1.126,0.0,0.0,60.0,40.0,80.0,60.0,D,C,
38,,rl_choice_confirmation,,html-keyboard-response,38,105906,0.0-1.0-52.0-0.0,0,0,46320,,,,,,7.0,,1.0,,,,,,,,,,,,,45.0,0.374,,,,,,,,,
39,,isi,,html-keyboard-response,39,106909,0.0-1.0-54.0,0,0,46320,,,,,,7.0,,1.0,,,,,,,,,,,,,46.0,1.0,,,,,,,,,
40,,feedback,,html-keyboard-response,40,107912,0.0-1.0-55.0-0.0,0,0,46320,,,,,,7.0,,1.0,,,,,,,,,,,,,47.0,1.0,,,,,,,,,
41,,iti,,html-keyboard-response,41,109425,0.0-1.0-56.0,0,0,46320,,,,,,7.0,,1.0,,,,,,,,,,,,,48.5,1.5,,,,,,,,,
42,,rl_choice,,html-keyboard-response,42,110127,0.0-1.0-58.0,0,0,46320,,697.0,,,75.0,8.0,8.0,1.0,easy,1500.0,2000.0,0.0,20.0,80.0,0.0,100.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,49.197,0.697,0.0,0.0,80.0,20.0,100.0,0.0,B,A,
43,,rl_choice_confirmation,,html-keyboard-response,43,110932,0.0-1.0-59.0-0.0,0,0,46320,,,,,,8.0,,1.0,,,,,,,,,,,,,50.0,0.803,,,,,,,,,
44,,isi,,html-keyboard-response,44,112938,0.0-1.0-61.0,0,0,46320,,,,,,8.0,,1.0,,,,,,,,,,,,,52.0,2.0,,,,,,,,,
45,,feedback,,html-keyboard-response,45,113942,0.0-1.0-62.0-0.0,0,0,46320,,,,,,8.0,,1.0,,,,,,,,,,,,,53.0,1.0,,,,,,,,,
46,,iti,,html-keyboard-response,46,115445,0.0-1.0-63.0,0,0,46320,,,,,,8.0,,1.0,,,,,,,,,,,,,54.5,1.5,,,,,,,,,
47,,rl_choice,,html-keyboard-response,47,116361,0.0-1.0-65.0,0,0,46320,,914.0,,,75.0,9.0,9.0,1.0,easy,2000.0,1000.0,1.0,80.0,20.0,60.0,0.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,55.414,0.914,0.0,0.0,20.0,80.0,0.0,60.0,A,B,
48,,rl_choice_confirmation,,html-keyboard-response,48,116950,0.0-1.0-66.0-0.0,0,0,46320,,,,,,9.0,,1.0,,,,,,,,,,,,,56.0,0.586,,,,,,,,,
49,,isi,,html-keyboard-response,49,117951,0.0-1.0-68.0,0,0,46320,,,,,,9.0,,1.0,,,,,,,,,,,,,57.0,1.0,,,,,,,,,
50,,feedback,,html-keyboard-response,50,118951,0.0-1.0-69.0-0.0,0,0,46320,,,,,,9.0,,1.0,,,,,,,,,,,,,58.0,1.0,,,,,,,,,
51,,iti,,html-keyboard-response,51,120954,0.0-1.0-70.0,0,0,46320,,,,,,9.0,,1.0,,,,,,,,,,,,,60.0,2.0,,,,,,,,,
52,,rl_choice,,html-keyboard-response,52,121923,0.0-1.0-72.0,0,0,46320,,965.0,,,68.0,10.0,10.0,1.0,hard,1000.0,1000.0,1.0,60.0,40.0,40.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,60.965,0.965,0.0,1.0,60.0,40.0,40.0,40.0,D,C,
53,,rl_choice_confirmation,,html-keyboard-response,53,122468,0.0-1.0-73.0-0.0,0,0,46320,,,,,,10.0,,1.0,,,,,,,,,,,,,61.5,0.535,,,,,,,,,
54,,isi,,html-keyboard-response,54,123469,0.0-1.0-75.0,0,0,46320,,,,,,10.0,,1.0,,,,,,,,,,,,,62.5,1.0,,,,,,,,,
55,,feedback,,html-keyboard-response,55,124472,0.0-1.0-76.0-0.0,0,0,46320,,,,,,10.0,,1.0,,,,,,,,,,,,,63.5,1.0,,,,,,,,,
56,,iti,,html-keyboard-response,56,125475,0.0-1.0-77.0,0,0,46320,,,,,,10.0,,1.0,,,,,,,,,,,,,64.5,1.0,,,,,,,,,
57,,rl_choice,,html-keyboard-response,57,126688,0.0-1.0-79.0,0,0,46320,,1209.0,,,75.0,11.0,11.0,1.0,easy,1000.0,3000.0,0.0,20.0,80.0,20.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,65.709,1.209,0.0,0.0,80.0,20.0,60.0,20.0,B,A,
58,,rl_choice_confirmation,,html-keyboard-response,58,126991,0.0-1.0-80.0-0.0,0,0,46320,,,,,,11.0,,1.0,,,,,,,,,,,,,66.0,0.291,,,,,,,,,
59,,isi,,html-keyboard-response,59,129993,0.0-1.0-82.0,0,0,46320,,,,,,11.0,,1.0,,,,,,,,,,,,,69.0,3.0,,,,,,,,,
60,,feedback,,html-keyboard-response,60,130999,0.0-1.0-83.0-0.0,0,0,46320,,,,,,11.0,,1.0,,,,,,,,,,,,,70.0,1.0,,,,,,,,,
61,,iti,,html-keyboard-response,61,132002,0.0-1.0-84.0,0,0,46320,,,,,,11.0,,1.0,,,,,,,,,,,,,71.0,1.0,,,,,,,,,
62,,rl_choice,,html-keyboard-response,62,133117,0.0-1.0-86.0,0,0,46320,,1112.0,,,75.0,12.0,12.0,1.0,easy,3000.0,1500.0,0.0,20.0,80.0,20.0,80.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,72.112,1.112,0.0,0.0,80.0,20.0,80.0,20.0,B,A,
63,,rl_choice_confirmation,,html-keyboard-response,63,133506,0.0-1.0-87.0-0.0,0,0,46320,,,,,,12.0,,1.0,,,,,,,,,,,,,72.5,0.388,,,,,,,,,
64,,isi,,html-keyboard-response,64,135010,0.0-1.0-89.0,0,0,46320,,,,,,12.0,,1.0,,,,,,,,,,,,,74.0,1.5,,,,,,,,,
65,,feedback,,html-keyboard-response,65,136014,0.0-1.0-90.0-0.0,0,0,46320,,,,,,12.0,,1.0,,,,,,,,,,,,,75.0,1.0,,,,,,,,,
66,,iti,,html-keyboard-response,66,139017,0.0-1.0-91.0,0,0,46320,,,,,,12.0,,1.0,,,,,,,,,,,,,78.0,3.0,,,,,,,,,
67,,rl_choice,,html-keyboard-response,67,140022,0.0-1.0-93.0,0,0,46320,,1001.0,,,75.0,13.0,13.0,1.0,hard,1000.0,2000.0,0.0,40.0,60.0,40.0,80.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,79.001,1.001,0.0,0.0,60.0,40.0,80.0,40.0,D,C,
68,,rl_choice_confirmation,,html-keyboard-response,68,140524,0.0-1.0-94.0-0.0,0,0,46320,,,,,,13.0,,1.0,,,,,,,,,,,,,79.5,0.499,,,,,,,,,
69,,isi,,html-keyboard-response,69,142526,0.0-1.0-96.0,0,0,46320,,,,,,13.0,,1.0,,,,,,,,,,,,,81.5,2.0,,,,,,,,,
70,,feedback,,html-keyboard-response,70,143531,0.0-1.0-97.0-0.0,0,0,46320,,,,,,13.0,,1.0,,,,,,,,,,,,,82.5,1.0,,,,,,,,,
71,,iti,,html-keyboard-response,71,144535,0.0-1.0-98.0,0,0,46320,,,,,,13.0,,1.0,,,,,,,,,,,,,83.5,1.0,,,,,,,,,
72,,rl_choice,,html-keyboard-response,72,145448,0.0-1.0-100.0,0,0,46320,,909.0,,,75.0,14.0,14.0,1.0,easy,1500.0,1500.0,0.0,20.0,80.0,20.0,80.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,84.409,0.909,0.0,0.0,80.0,20.0,80.0,20.0,B,A,
73,,rl_choice_confirmation,,html-keyboard-response,73,146056,0.0-1.0-101.0-0.0,0,0,46320,,,,,,14.0,,1.0,,,,,,,,,,,,,85.0,0.591,,,,,,,,,
74,,isi,,html-keyboard-response,74,147558,0.0-1.0-103.0,0,0,46320,,,,,,14.0,,1.0,,,,,,,,,,,,,86.5,1.5,,,,,,,,,
75,,feedback,,html-keyboard-response,75,148561,0.0-1.0-104.0-0.0,0,0,46320,,,,,,14.0,,1.0,,,,,,,,,,,,,87.5,1.0,,,,,,,,,
76,,iti,,html-keyboard-response,76,150062,0.0-1.0-105.0,0,0,46320,,,,,,14.0,,1.0,,,,,,,,,,,,,89.0,1.5,,,,,,,,,
77,,rl_choice,,html-keyboard-response,77,150961,0.0-1.0-107.0,0,0,46320,,894.0,,,68.0,15.0,15.0,1.0,hard,1500.0,2000.0,1.0,60.0,40.0,40.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,89.894,0.894,0.0,1.0,60.0,40.0,40.0,60.0,D,C,
78,,rl_choice_confirmation,,html-keyboard-response,78,151571,0.0-1.0-108.0-0.0,0,0,46320,,,,,,15.0,,1.0,,,,,,,,,,,,,90.5,0.606,,,,,,,,,
79,,isi,,html-keyboard-response,79,153574,0.0-1.0-110.0,0,0,46320,,,,,,15.0,,1.0,,,,,,,,,,,,,92.5,2.0,,,,,,,,,
80,,feedback,,html-keyboard-response,80,154578,0.0-1.0-111.0-0.0,0,0,46320,,,,,,15.0,,1.0,,,,,,,,,,,,,93.5,1.0,,,,,,,,,
81,,iti,,html-keyboard-response,81,156080,0.0-1.0-112.0,0,0,46320,,,,,,15.0,,1.0,,,,,,,,,,,,,95.0,1.5,,,,,,,,,
82,,rl_choice,,html-keyboard-response,82,156985,0.0-1.0-114.0,0,0,46320,,902.0,,,68.0,16.0,16.0,1.0,hard,1000.0,1000.0,1.0,60.0,40.0,60.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,95.902,0.902,0.0,1.0,60.0,40.0,60.0,60.0,D,C,
83,,rl_choice_confirmation,,html-keyboard-response,83,157585,0.0-1.0-115.0-0.0,0,0,46320,,,,,,16.0,,1.0,,,,,,,,,,,,,96.5,0.598,,,,,,,,,
84,,isi,,html-keyboard-response,84,158625,0.0-1.0-117.0,0,0,46320,,,,,,16.0,,1.0,,,,,,,,,,,,,97.5,1.0,,,,,,,,,
85,,feedback,,html-keyboard-response,85,159631,0.0-1.0-118.0-0.0,0,0,46320,,,,,,16.0,,1.0,,,,,,,,,,,,,98.5,1.0,,,,,,,,,
86,,iti,,html-keyboard-response,86,160634,0.0-1.0-119.0,0,0,46320,,,,,,16.0,,1.0,,,,,,,,,,,,,99.5,1.0,,,,,,,,,
87,,rl_choice,,html-keyboard-response,87,161408,0.0-1.0-121.0,0,0,46320,,772.0,,,75.0,17.0,17.0,1.0,easy,3000.0,1500.0,1.0,80.0,20.0,60.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,100.272,0.772,0.0,0.0,20.0,80.0,20.0,60.0,A,B,
88,,rl_choice_confirmation,,html-keyboard-response,88,162138,0.0-1.0-122.0-0.0,0,0,46320,,,,,,17.0,,1.0,,,,,,,,,,,,,101.0,0.728,,,,,,,,,
89,,isi,,html-keyboard-response,89,163642,0.0-1.0-124.0,0,0,46320,,,,,,17.0,,1.0,,,,,,,,,,,,,102.5,1.5,,,,,,,,,
90,,feedback,,html-keyboard-response,90,164646,0.0-1.0-125.0-0.0,0,0,46320,,,,,,17.0,,1.0,,,,,,,,,,,,,103.5,1.0,,,,,,,,,
91,,iti,,html-keyboard-response,91,167651,0.0-1.0-126.0,0,0,46320,,,,,,17.0,,1.0,,,,,,,,,,,,,106.5,3.0,,,,,,,,,
92,,rl_choice,,html-keyboard-response,92,168621,0.0-1.0-128.0,0,0,46320,,969.0,,,68.0,18.0,18.0,1.0,hard,3500.0,1500.0,1.0,60.0,40.0,60.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,107.469,0.969,0.0,1.0,60.0,40.0,60.0,60.0,D,C,
93,,rl_choice_confirmation,,html-keyboard-response,93,169160,0.0-1.0-129.0-0.0,0,0,46320,,,,,,18.0,,1.0,,,,,,,,,,,,,108.0,0.531,,,,,,,,,
94,,isi,,html-keyboard-response,94,170662,0.0-1.0-131.0,0,0,46320,,,,,,18.0,,1.0,,,,,,,,,,,,,109.5,1.5,,,,,,,,,
95,,feedback,,html-keyboard-response,95,171665,0.0-1.0-132.0-0.0,0,0,46320,,,,,,18.0,,1.0,,,,,,,,,,,,,110.5,1.0,,,,,,,,,
96,,iti,,html-keyboard-response,96,175168,0.0-1.0-133.0,0,0,46320,,,,,,18.0,,1.0,,,,,,,,,,,,,114.0,3.5,,,,,,,,,
97,,rl_choice,,html-keyboard-response,97,176095,0.0-1.0-135.0,0,0,46320,,924.0,,,68.0,19.0,19.0,1.0,hard,2000.0,1500.0,1.0,60.0,40.0,60.0,20.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,114.924,0.924,0.0,1.0,60.0,40.0,60.0,20.0,D,C,
98,,rl_choice_confirmation,,html-keyboard-response,98,176673,0.0-1.0-136.0-0.0,0,0,46320,,,,,,19.0,,1.0,,,,,,,,,,,,,115.5,0.576,,,,,,,,,
99,,isi,,html-keyboard-response,99,178177,0.0-1.0-138.0,0,0,46320,,,,,,19.0,,1.0,,,,,,,,,,,,,117.0,1.5,,,,,,,,,
100,,feedback,,html-keyboard-response,100,179178,0.0-1.0-139.0-0.0,0,0,46320,,,,,,19.0,,1.0,,,,,,,,,,,,,118.0,1.0,,,,,,,,,
101,,iti,,html-keyboard-response,101,181189,0.0-1.0-140.0,0,0,46320,,,,,,19.0,,1.0,,,,,,,,,,,,,120.0,2.0,,,,,,,,,
102,,rl_choice,,html-keyboard-response,102,182304,0.0-1.0-142.0,0,0,46320,,1112.0,,,75.0,20.0,20.0,1.0,easy,2000.0,1000.0,1.0,80.0,20.0,80.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,121.112,1.112,0.0,0.0,20.0,80.0,20.0,80.0,A,B,
103,,rl_choice_confirmation,,html-keyboard-response,103,182696,0.0-1.0-143.0-0.0,0,0,46320,,,,,,20.0,,1.0,,,,,,,,,,,,,121.5,0.388,,,,,,,,,
104,,isi,,html-keyboard-response,104,183698,0.0-1.0-145.0,0,0,46320,,,,,,20.0,,1.0,,,,,,,,,,,,,122.5,1.0,,,,,,,,,
105,,feedback,,html-keyboard-response,105,184700,0.0-1.0-146.0-0.0,0,0,46320,,,,,,20.0,,1.0,,,,,,,,,,,,,123.5,1.0,,,,,,,,,
106,,iti,,html-keyboard-response,106,186702,0.0-1.0-147.0,0,0,46320,,,,,,20.0,,1.0,,,,,,,,,,,,,125.5,2.0,,,,,,,,,
107,,rl_choice,,html-keyboard-response,107,187583,0.0-1.0-149.0,0,0,46320,,878.0,,,68.0,21.0,21.0,1.0,easy,1500.0,2000.0,1.0,80.0,20.0,80.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,126.378,0.878,0.0,1.0,80.0,20.0,80.0,20.0,B,A,
108,,rl_choice_confirmation,,html-keyboard-response,108,188207,0.0-1.0-150.0-0.0,0,0,46320,,,,,,21.0,,1.0,,,,,,,,,,,,,127.0,0.622,,,,,,,,,
109,,isi,,html-keyboard-response,109,190208,0.0-1.0-152.0,0,0,46320,,,,,,21.0,,1.0,,,,,,,,,,,,,129.0,2.0,,,,,,,,,
110,,feedback,,html-keyboard-response,110,191210,0.0-1.0-153.0-0.0,0,0,46320,,,,,,21.0,,1.0,,,,,,,,,,,,,130.0,1.0,,,,,,,,,
111,,iti,,html-keyboard-response,111,192712,0.0-1.0-154.0,0,0,46320,,,,,,21.0,,1.0,,,,,,,,,,,,,131.5,1.5,,,,,,,,,
112,,rl_choice,,html-keyboard-response,112,193998,0.0-1.0-156.0,0,0,46320,,1282.0,,,75.0,22.0,22.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,100.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,132.782,1.282,0.0,0.0,80.0,20.0,100.0,0.0,B,A,
113,,rl_choice_confirmation,,html-keyboard-response,113,194221,0.0-1.0-157.0-0.0,0,0,46320,,,,,,22.0,,1.0,,,,,,,,,,,,,133.0,0.218,,,,,,,,,
114,,isi,,html-keyboard-response,114,195226,0.0-1.0-159.0,0,0,46320,,,,,,22.0,,1.0,,,,,,,,,,,,,134.0,1.0,,,,,,,,,
115,,feedback,,html-keyboard-response,115,196229,0.0-1.0-160.0-0.0,0,0,46320,,,,,,22.0,,1.0,,,,,,,,,,,,,135.0,1.0,,,,,,,,,
116,,iti,,html-keyboard-response,116,197230,0.0-1.0-161.0,0,0,46320,,,,,,22.0,,1.0,,,,,,,,,,,,,136.0,1.0,,,,,,,,,
117,,rl_choice,,html-keyboard-response,117,198254,0.0-1.0-163.0,0,0,46320,,1021.0,,,68.0,23.0,23.0,1.0,hard,2000.0,1000.0,1.0,60.0,40.0,80.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,137.021,1.021,0.0,1.0,60.0,40.0,80.0,60.0,D,C,
118,,rl_choice_confirmation,,html-keyboard-response,118,198740,0.0-1.0-164.0-0.0,0,0,46320,,,,,,23.0,,1.0,,,,,,,,,,,,,137.5,0.479,,,,,,,,,
119,,isi,,html-keyboard-response,119,199742,0.0-1.0-166.0,0,0,46320,,,,,,23.0,,1.0,,,,,,,,,,,,,138.5,1.0,,,,,,,,,
120,,feedback,,html-keyboard-response,120,200744,0.0-1.0-167.0-0.0,0,0,46320,,,,,,23.0,,1.0,,,,,,,,,,,,,139.5,1.0,,,,,,,,,
121,,iti,,html-keyboard-response,121,202747,0.0-1.0-168.0,0,0,46320,,,,,,23.0,,1.0,,,,,,,,,,,,,141.5,2.0,,,,,,,,,
